-07167,000010,000675,000000,-00001,023069;8,0,9,9,0,0;21720,21189,20816,20571,21112,21953;43,46,52,17,84,90#
-05931,000011,000676,000000,-00001,023069;10,2,10,1,5,11;21368,20224,20047,20025,20609,20772;42,54,54,70,81,60#
-04697,000011,000676,000000,-00001,023069;8,11,3,4,2,6;21382,20103,20237,21221,20424,20342;5,78,94,24,9,37#
-03465,000011,000676,000000,-00001,023069;7,3,4,6,8,6;21140,20028,20336,21849,20812,20583;19,79,72,84,63,91#
-02581,000011,000676,000000,-00001,023069;8,6,11,3,11,2;21682,20886,20436,20520,20211,21373;62,82,54,15,69,95#
-02581,000017,-00454,000000,000002,023069;3,5,5,0,9,9;21076,21199,20562,20021,21122,21872;13,94,39,60,64,86#
-02581,000007,-01381,000000,000002,023069;9,11,2,7,9,6;21594,21187,20716,21605,20441,20190;94,28,10,1,15,19#
-02581,000010,-00405,000000,000002,023069;4,5,11,9,10,7;20610,20642,20834,20126,20866,21753;37,98,86,79,74,67#
-02582,000011,-00116,000000,000002,023069;8,3,5,8,7,9;21569,21862,20844,20724,20952,20812;39,11,71,99,51,63#
-02582,000011,-00116,000000,000002,023069;8,3,5,8,7,9;21569,21862,20844,20724,20952,20812;39,11,71,99,51,63#
-02582,000706,-00114,000000,000001,023069;4,11,7,11,1,9;21961,21980,20493,20585,20862,20902;43,59,49,51,16,17#
-02582,001633,-00114,000000,000001,023069;10,4,11,4,2,7;21671,21884,20630,20694,20235,20822;39,55,87,27,95,32#
-02582,000724,-00114,000000,000000,023069;8,9,8,9,9,3;20716,21126,21472,20363,20926,20502;3,60,33,52,51,54#
-03236,000726,-00114,000000,000000,023069;11,6,11,6,10,4;20860,21235,21367,21836,20085,20625;5,43,33,11,9,97#
-02112,000727,-00114,000000,000000,023069;10,0,11,0,4,10;20073,21886,20521,20869,20012,20494;5,97,18,96,65,15#
-00871,000728,-00114,000000,000000,023069;6,8,7,2,1,9;20103,21094,20985,20722,20196,21213;15,6,7,21,26,35#
-00526,000728,-00114,000000,000000,023069;5,2,11,8,9,10;20879,21865,20976,21304,20390,20154;90,51,11,23,7,87#
-00527,000728,-00114,000000,000000,023069;10,8,10,8,6,7;21700,21565,21850,20279,21147,20994;49,72,50,24,59,3#
-00535,000728,-00114,000000,000000,023069;7,8,6,10,11,3;21058,21638,21241,21026,21728,21662;99,64,21,78,69,27#
-00535,000728,-00114,000000,000000,023069;6,1,6,1,6,0;20564,20533,20065,21344,21779,21909;98,77,41,89,90,10#
-00534,000728,-00114,000000,000000,023069;8,0,6,4,9,3;20626,20168,21111,20393,21100,20486;23,17,51,75,13,13#
-00532,000728,-00114,000000,000000,023069;8,8,6,0,11,1;20060,20367,20485,21311,20617,21939;57,29,98,8,79,1#
-00524,000728,-00114,000000,000000,023069;5,4,7,7,11,0;21387,20610,21744,20769,21173,21816;1,81,85,31,57,13#
-00524,000728,-00114,000000,000000,023069;5,4,7,7,11,0;21387,20610,21744,20769,21173,21816;1,81,85,31,57,13#
000008,-00004,000000,000000,-00001,023069;5,0,10,6,1,10;21520,21886,20455,21021,20659,21808;77,22,24,64,22,29#
000000,000000,000000,000000,-00001,023069;0,10,8,10,2,2;21716,20182,21038,21218,20964,20147;98,26,80,99,90,23#
000000,000004,000000,000000,000000,023069;5,1,9,10,11,7;21797,20626,21552,20103,20905,21693;58,0,14,50,96,43#
000000,000002,000000,000000,000000,023069;2,10,11,5,2,7;20758,20577,21309,20506,21834,21380;66,88,51,34,26,89#
000000,-00003,000000,000000,000000,023069;2,10,7,9,5,10;20331,21565,20737,20551,20718,20459;99,18,18,37,27,72#
000000,000000,000000,000000,000000,023069;10,9,4,5,0,11;20547,21164,21856,21814,20683,20513;82,88,32,46,23,86#
000000,000000,000000,000000,000000,023069;7,1,3,6,2,0;21470,20396,20920,21150,21621,20559;95,18,19,36,81,23#
000000,000000,000000,000000,000000,023069;1,3,5,9,5,1;21083,21320,21554,21296,21752,21820;62,51,45,72,39,55#
000000,000000,000000,000000,000000,023069;5,5,3,7,11,1;21662,20908,20635,20706,21332,21818;67,83,23,67,80,11#
000000,000002,000000,000000,000000,023069;3,9,2,10,2,11;20395,20557,20418,20955,20102,20791;38,21,31,57,19,23#
